,name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,region
887,100  whole wheat bread  non dense heavy  white bread texture,342,215,40620,2005-09-28,"[306, 80, 176, 230, 110, 35, 202, 89, 316, 90, 325, 206, 101, 266, 184, 193, 5]","[196.8, 8.0, 23.0, 18.0, 12.0, 6.0, 11.0]",34,"['the sponge: in your bread mixing bowl put the yeast , 3 / 4 cup water , and the cup of whole wheat flour , mix until combined then cover with plastic wrap and a towel and let it sit for 45 minutes to an hour in a warm place', 'it should be bubbly', 'the dough: add the 2 cups water , 2 cups whole wheat flour , dry milk , wheat gluten , salt , sugar and oil', 'mix until combined', 'heres where you learn how to make bread', 'start to add your remaining flour', 'i add one cup at a time but you can do it by the half a cup', '2 cups might be enough but it could go up to 4 cups', 'fully incorporate the flour you add before adding more', 'whole wheat bread will still be a little sticky and a little stiff , carefully judge when you think you have enough', 'once you make bread enough youll know when its enough flour', ""you can always add more flour when you're kneading"", 'kneading: by hand , 20 to 30 minutes', 'in a mixer , 10 minutes', 'i suggest the bread mixer', 'the first time i made this i did it by hand', 'because whole wheat is heavier i could only last about 2 minutes', 'i baked it but this was not a light textured bread', 'the second time i did it for 10 in my mixer wow what a difference', 'rising: once your dough is kneaded your going to coat it all over in a little oil and stick it in a bowl that will let it rise at least one and a half times its size', 'now youre going to cover it with plastic wrap and a towel , put it in a warm place and let it rise for 45 minutes to an hour', 'it should have risen over double its size', 'during this rising time you want to spray or butter two bread pans', 'i use pyrex 9x5', 'shaping , last rise , and baking: when your dough is ready dump it out and push the bubbles out of it', 'divide it as equal as you can', 'flatten each piece out to a rectangle about the size of the pan then roll it up tight and pinch the seams together tucking the ends inches turn over and put in the pan seam side down', 'put the loaves in a warm place and cover with a towel , let them rise from 30 minutes to an hour', ""you want your loaves to be at least 2 inches over the top of the pan , nice and high , they won't rise anymore in the oven"", 'preheat your oven to 375 degrees', 'bake for 15 minutes then lower the heat to 350 and cook for another 20 minutes', 'they will be a deep brown', 'take them out and remove them from their pans and cool on a cooling rack', 'enjoy !']","i hate dense/heavy whole wheat bread. however, i was told to keep my blood sugar level i had to eat complex carbohydrates. it began my search for a pure whole wheat bread that i could eat as a sandwich and enjoy it all. two notes: the vital wheat gluten and kneading time are crucial! you must do them or it won’t work. also, i am at a high altitude of just over 4,200 feet so adjust for where you live.","[299, 489, 146, 266, 72, 225, 2, 645]",8,
936,15 bean soup,485,240,10113,2003-01-17,"[319, 306, 80, 176, 83, 230, 197, 189, 175, 265, 270, 23, 222, 10, 274, 228, 156, 290, 90, 74, 148, 178, 206, 300, 307, 101, 5]","[45.4, 4.0, 8.0, 8.0, 1.0, 2.0, 1.0]",20,"['wash the beans', 'put in large pot and cover with water', 'bring to boil', 'stir and remove from heat', 'cover and let sit 1 hour', 'after that hour , drain beans and set aside', 'add oil to pot', 'saut your ham hocks , onion , and celery until tender', 'next add garlic and saut 2 minutes more', 'add your beans and cover with water', 'add tomatoes with the juice , parsley , rosemary , black pepper , bouillon cubes , and about 1 teaspoon of salt to start with', 'mix well', 'bring to boil', 'stir , reduce heat cover and simmer for 2 to 21 / 2 hours or until all the sizes of the beans are tender', 'keep watching it and stirring it every once in a while', 'you may need to add more water', 'you want it to keep a consistency a little thicker than a soup', 'taste it after it cooks--you may need more salt or pepper', 'during the last 15 minutes of cooking , add the flavor package that comes with the beans', 'serve by itself or over rice']",yummy 15 bean soup.  i cook this a lot. i like to serve it with fried chicken and cornbread.,"[242, 495, 752, 199, 862, 603, 692, 751, 708, 225, 587, 602]",12,north-american
957,15 minute garlic lemon chicken,391,11,27643,2002-02-25,"[2, 306, 80, 176, 230, 197, 317, 175, 229, 95, 91, 244, 58, 290, 90, 166, 143, 167, 142, 170, 178, 59, 300, 101, 3]","[178.8, 9.0, 0.0, 9.0, 52.0, 8.0, 0.0]",8,"['flatten chicken slightly', 'dust with flour', 'salt and pepper chicken', 'fry in hot oil 5 minutes each side', 'remove chicken from pan', 'to pan add broth , garlic , lemon juice and butter', 'cook 2 minutes', 'pour over chicken']",so quick and so good.,"[458, 1001, 894, 645, 624, 416, 788, 691]",8,
966,15 minute shrimp scampi,325,15,44172,2002-06-14,"[2, 306, 80, 176, 83, 230, 197, 175, 205, 258, 95, 102, 91, 244, 151, 264, 290, 90, 199, 206, 262, 300, 101]","[596.2, 71.0, 8.0, 51.0, 53.0, 74.0, 2.0]",9,"['start salted water boiling for pasta', 'heat olive oil', 'saute garlic& onions over high heat till onions start to turn clear', 'add wine , turn to medium heat& reduce for 5 minutes add shrimp till warmed through', 'stir in butter till melted', 'turn heat to lo / warm', 'salt& pepper to taste', 'cover till pasta is ready', 'serve together']",truly delicious seafood/pasta dish that is nearly impossible to mess up & a great stand by for rushed dinners.,"[140, 495, 416, 31, 691, 289, 250, 239]",8,european
1029,1960 s catalina dressing,348,15,6164,2002-07-08,"[2, 306, 80, 230, 197, 171, 248, 95, 188, 144, 214, 247, 90, 170, 192, 300, 307, 193, 301]","[619.1, 83.0, 131.0, 14.0, 1.0, 37.0, 11.0]",5,"['add the ketchup , sugar , vinegar , onion , paprika and worcestershire to a food processor bowl', 'pulse until blended', 'with the processor running , slowly add the oil', 'check the seasonings', 'cover and refrigerate until needed']",a very popular salad dressing on a comeback trail..!,"[378, 2, 562, 495, 542, 772, 610, 894]",8,
1054,2 ingredient pumpkin muffins,389,25,37305,2007-10-24,"[4, 306, 80, 176, 230, 197, 110, 171, 135, 6, 35, 315, 95, 27, 103, 144, 156, 316, 185, 90, 304, 168, 259, 148, 136, 234, 170, 283, 42, 193, 3]","[130.2, 6.0, 54.0, 7.0, 2.0, 4.0, 7.0]",3,"['simply mix the pumpkin and the spice cake mix together with electric mixer until well combined', 'spoon into paper lined small muffin / cupcake tins , 2 / 3 full', 'bake at 350 18-22 minutes or until a knife comes out clean']","this is too good to be true, right?  with a box of cake mix and a can of pumpkin, you can have muffins in no time!  adapted from sparkpeople.com.","[695, 676]",2,
1056,2 ingredients  eggs   banana  pancakes,209,10,185926,2013-06-05,"[2, 306, 80, 176, 230, 109, 6, 204, 36, 98, 117, 95, 27, 90, 173, 122, 166, 111, 170, 193, 3]","[248.0, 15.0, 59.0, 5.0, 27.0, 16.0, 9.0]",3,"['mash ripe banana well , add in whisk eggs', 'warm non stick or cast iron pan to medium , spray with oil', 'cook silver dollar size pancakes 30 seconds on each side and serve']",i saw this in in a yahoo health list today.,"[441, 464, 518]",3,
1068,2 minute microwave fudge,289,77,20325,2002-10-22,"[319, 306, 80, 176, 230, 197, 171, 118, 88, 174, 98, 95, 181, 238, 27, 228, 91, 105, 144, 156, 244, 48, 63, 90, 170, 300, 307, 101, 193, 231, 5]","[79.3, 4.0, 49.0, 1.0, 0.0, 8.0, 4.0]",10,"['sift powdered sugar , cocoa , and salt into a 1 quart microwave safe bowl', 'stir in milk and vanilla', 'mix well', 'place butter on top', 'microwave on high , 2 minutes', 'beat with wooden spoon until smooth', 'stir in nuts', 'spread in 8 x 8 x 2 inch baking pan', 'chill about 1 hour or until firm', 'cut into 36 pieces']","all i have to say, is that i'm obsessed with this recipe... i've never tasted better fudge! it's so good... although it's very sweet and very rich! prep time includes chill time.","[909, 326, 225, 224, 815, 691, 715]",7,
1082,2  handed kitchen sink tomato sandwich,116,15,112365,2003-11-28,"[2, 306, 80, 176, 83, 230, 109, 171, 135, 6, 174, 315, 95, 169, 90, 173, 168, 251, 172, 166, 136, 170, 309, 193]","[165.8, 3.0, 27.0, 11.0, 10.0, 2.0, 10.0]",7,"['in the peak of tomato season , chill 1 very large or 2 medium size tomatoes that have been vine-ripened and have plenty juice', 'take 2- slices of bread and coat them with 1 / 4 inch good mayonnaise', 'add layer of tomatoes cut 1 / 4 inch thick', 'salt & pepper to taste', 'add another slice of tomatoes and salt and pepper to taste again', 'add the other piece of bread on top of this', 'roll up your sleeves and start eating over the kitchen sink while the juice runs down your elbows']","i got this recipe from an old georgia boy that was transplanted in tennessee, he is 72 and says he grew up on this sandwich.","[372, 902, 894, 608]",4,
1091,2 minute eggless microwave chocolate cake,451,4,1802469689,2014-02-10,"[2, 306, 80, 230, 109, 88, 268, 95, 44, 90, 173, 170, 193, 3]","[659.0, 69.0, 155.0, 9.0, 14.0, 38.0, 22.0]",4,"['mix all dry ingredients in a microwave safe mug with a fork , add all wet ingredients and mix thoroughly until its a smooth and running liquid', 'place mug in microwave and set on full power for 2 minutes after the timer has gone off , let cake sit in microwave for 30 seconds', 'serve plain , dusted with sugar , with vanilla ice cream or whipped cream -- whatever catches your fancy', 'happy microwaving !']","this is fast,simple and less than messy but best of all .....you get your chocolate fix in less than 5 mins!!!!!!!!!","[1007, 781, 998, 224, 821, 295, 323, 225]",8,
1105,20 minute creamy pesto chicken and bow ties,364,20,7108,2004-11-24,"[4, 306, 80, 176, 230, 175, 205, 229, 95, 27, 58, 290, 90, 178, 59, 206, 101]","[377.8, 23.0, 3.0, 30.0, 62.0, 33.0, 9.0]",6,"['boil water for pasta', 'cook and drain', 'meanwhile , in a skillet , melt butter or margarine and brown cubed chicken', 'add soup , pesto sauce and milk to skillet', 'bring to a boil and cook on low for about 5 minutes', 'stir in pasta and heat through']","a stovetop dinner prepped, cooked and on the table in twenty. serve with a tossed salad or veggie and warm bread for a complete meal.","[865, 691, 138, 762, 847, 224]",6,
1122,20 minute chicken parmesan,137,25,63475,2003-04-24,"[4, 306, 80, 176, 230, 197, 174, 175, 229, 228, 144, 214, 58, 290, 90, 259, 74, 167, 170, 178, 59, 42, 300, 253, 307, 101, 231, 261]","[358.2, 24.0, 24.0, 33.0, 66.0, 36.0, 6.0]",9,"['place chicken between two sheets of heavy-duty plastic wrap', 'flatten to 1 / 4-inch thickness , using a meat mallet or rolling pin', 'dip chicken in egg , and dredge in breadcrumbs', 'cook chicken in butter in a large skillet over medium-high heat until browned on both sides', 'spoon spaghetti sauce over chicken', 'bring to a boil', 'cover , reduce heat , and simmer 10 minutes', 'sprinkle with cheeses and parsley', 'cover and simmer 5 additional minutes or until cheeses melt']",this is a delightful meal. so quick and easy. serve it with pasta and a salad.,"[458, 920, 616, 691, 876, 694, 259, 63]",8,
1155,24k carrots,489,15,209747,2006-01-19,"[2, 306, 80, 176, 83, 230, 197, 189, 273, 171, 265, 315, 9, 16, 50, 95, 54, 91, 144, 156, 316, 90, 173, 166, 148, 111, 170, 51, 42, 300, 3]","[124.4, 9.0, 48.0, 5.0, 2.0, 18.0, 5.0]",3,"['cook carrots until tender- or to desired doneness', 'melt butter and add brown sugar and ginger , stirring to blend', 'add sauce to carrots and stir to coat']","carrots coated with a yummy butter, brown sugar and ginger sauce. i grew up eating these in texas. easy, quick and yummy!-- great way to get kids to enjoy this veggie! if you like a lot of sauce double the sauce ingredients. i posted this less 'saucy' to keep the fat and calories down. the sauce is yummy and great on rice or just on a spoon! hope you enjoy it as much as we do!  i am so honored that this simple little recipe of mine has been so well received. thank you all for your reviews!","[885, 741, 691, 843]",4,north-american
1256,3 ingredient melt in your mouth shortbread cookies,460,25,149363,2006-12-13,"[159, 4, 306, 80, 83, 230, 197, 189, 6, 93, 88, 47, 95, 27, 144, 156, 76, 90, 121, 65, 148, 96, 201, 111, 308, 300]","[84.8, 9.0, 7.0, 2.0, 1.0, 19.0, 2.0]",9,"['preheat oven to 350f', 'combine all ingredients and mix for a full 10 minutes', 'yes , i said a full 10 minutes !', 'mixture will start out very dry and crumbly but will become batter like after the full 10 minutes', 'i like to use my stand mixer for this , but a hand mixer will do the trick if it is a strong one', 'drop from teaspoons or a piping bag onto a cookie sheet , i find teaspoons work best', 'decorate with maraschino cherries or sprinkles if you feel fancy', 'bake for approx 15 minutes or until bottoms are very lightly brown', ""watch that the tops don't turn brown !""]","this is my favourite shortbread cookie, and i always have the ingredients on hand. so simple to make and so delicious, it produces a very delicate shortbread that is sure to please.","[691, 1001, 918]",3,north-american
1303,3 variations of a gluten free bread recipe   bread machine,497,260,602609,2008-06-10,"[159, 80, 35, 90, 122, 96, 325, 111]","[2693.1, 137.0, 297.0, 187.0, 146.0, 248.0, 132.0]",22,"['most of the ingredients can be placed straight into the baking pan of the bread maker in the order suggested in your manual', 'place 1 & 1 / 2 tablespoons yeast in bread pan', 'add all the flours , xanthan / guar gum , milk powder and salt', 'add the sugar', 'beat the eggs', 'combine all the water , the butter , vinegar , and eggs', 'use the white bread setting at medium crust', 'alternatively 3-4 hour setting', 'nb:', '1', 'be careful reading tablespoon and teaspoon', '2', 'i recommend that you always go back to the ingredient list and check you have included everything before cooking', 'this bread freezes well , for convenience slice before freezing', 'white & brown:', 'exchange 1 cup or both cups of white rice flour for brown rice flour', 'the results are excellent', 'tender buttermilk bread:', 'a tasty bread with a distinctive flavor , it seems to stay fresh longer than other breads', 'some lactose-intolerant celiacs can use buttermilk , so this may be a boon for them if they are allergic to the soy in some of the baby formulas or the coconut oil in most of nondairy substitutes', 'follow the recipe for white bread , but substitute 1 / 2 cup powdered buttermilk for the milk powder and omit the vinegar', 'follow bread machine making instructions as per normal']","i have tried lots of variations of gluten free bread but i wanted a recipe that i didn't have to search high and low for the different flours, this recipe has also cooked the best so far in my bread maker machine.  better yet i could get all the flours in one stop at the organic store.  (tip: asian markets have potato starch and tapioca and rice flour too)
this recipe is butter-basted white bread; i got this from a book in the library, i cannot remember the title or author.
i make this bread for my mother and friend who cannot have gluten in their diet.  they rave that this is better than the small store loafs and love that it cuts without crumbling and ideal for sandwiches, toast etc, they both prefer the 1 white/1 brown rice flour mix with linseed and sunflower seeds for taste and texture.  
the minimum setting i have on my bread machine is 4 hours, the bread cooks fine on this for me.
produces a smaller loaf than wheat bread loafs but still a decent size.","[797, 663, 606, 488, 713, 225, 940, 2, 101, 229, 691, 689, 441, 272, 646]",15,
